date,region,category,total_revenue,order_count,average_order_value
2025-02-23,Central,Clothing,1679642.77,29,57918.72
2025-02-23,Central,Electronics,1692553.2,30,56418.44
2025-02-23,Central,Grocery,1356651.82,28,48451.85
2025-02-23,Central,Home & Kitchen,1526226.29,27,56526.9
2025-02-23,Central,Sports,1388034.29,24,57834.76
2025-02-23,Central,Toys,2225185.97,40,55629.65
2025-02-23,East,Beauty,1273925.85,27,47182.44
2025-02-23,East,Books,1625862.25,36,45162.84
2025-02-23,East,Clothing,1106945.81,27,40997.99
2025-02-23,East,Electronics,1493841.67,25,59753.67
2025-02-23,East,Grocery,1727703.78,30,57590.13
2025-02-23,East,Home & Kitchen,1541238.79,27,57082.92
2025-02-23,East,Sports,1384703.74,34,40726.58
2025-02-23,East,Toys,1540858.62,32,48151.83
2025-02-23,North,Beauty,1549423.05,31,49981.39
2025-02-23,North,Books,1203257.71,28,42973.49
2025-02-23,North,Clothing,894616.79,19,47085.09
2025-02-23,North,Electronics,1288273.83,30,42942.46
2025-02-23,North,Grocery,1437944.24,29,49584.28
2025-02-23,North,Home & Kitchen,2087592.46,28,74556.87
2025-02-23,North,Sports,1103124.46,31,35584.66
2025-02-23,North,Toys,1341553.96,27,49687.18
2025-02-23,South,Beauty,1856908.12,29,64031.31
2025-02-23,South,Books,1685454.42,27,62424.24
2025-02-23,South,Clothing,1289197.87,28,46042.78
2025-02-23,South,Electronics,1431976.35,22,65089.83
2025-02-23,South,Grocery,1567108.8,30,52236.96
2025-02-23,South,Home & Kitchen,1314754.47,29,45336.36
2025-02-23,South,Sports,1467749.01,25,58709.96
2025-02-23,South,Toys,1844841.19,31,59511.01
2025-02-23,West,Beauty,1406557.69,21,66978.94
2025-02-23,West,Books,1427700.11,29,49231.04
2025-02-23,West,Clothing,1273671.18,21,60651.01
2025-02-23,West,Electronics,1113200.01,24,46383.33
2025-02-23,West,Grocery,1107619.1,21,52743.77
2025-02-23,West,Home & Kitchen,1380054.51,29,47588.09
2025-02-23,West,Sports,1226501.35,22,55750.06
2025-02-23,West,Toys,934298.66,16,58393.67
2025-02-24,Central,Beauty,1502993.87,36,41749.83
2025-02-24,Central,Books,1873204.59,29,64593.26
2025-02-24,Central,Clothing,1266932.89,32,39591.65
2025-02-24,Central,Electronics,1814546.2,34,53369.01
2025-02-24,Central,Grocery,2244676.76,39,57555.81
2025-02-24,Central,Home & Kitchen,1934202.76,35,55262.94
2025-02-24,Central,Sports,1255864.64,29,43305.68
2025-02-24,Central,Toys,2025435.32,35,57869.58
2025-02-24,East,Beauty,1126948.84,26,43344.19
2025-02-24,East,Books,1316558.69,21,62693.27
2025-02-24,East,Clothing,913790.29,21,43513.82
2025-02-24,East,Electronics,1273674.01,22,57894.27
2025-02-24,East,Grocery,1941309.39,27,71900.35
2025-02-24,East,Home & Kitchen,1321057.7,24,55044.07
2025-02-24,East,Sports,843610.13,17,49624.13
2025-02-24,East,Toys,1392035.16,24,58001.47
2025-02-24,North,Beauty,1424295.06,34,41891.03
2025-02-24,North,Books,1987224.72,31,64104.02
2025-02-24,North,Clothing,1485467.59,31,47918.31
2025-02-24,North,Electronics,2227560.77,38,58620.02
2025-02-24,North,Grocery,1728216.61,35,49377.62
2025-02-24,North,Home & Kitchen,1745629.01,31,56310.61
2025-02-24,North,Sports,1892690.77,34,55667.38
2025-02-24,North,Toys,1909934.36,32,59685.45
2025-02-24,South,Beauty,784890.55,19,41310.03
2025-02-24,South,Books,944879.35,21,44994.25
2025-02-24,South,Clothing,1256789.85,22,57126.81
2025-02-24,South,Electronics,1536688.43,21,73175.64
2025-02-24,South,Grocery,1247408.57,26,47977.25
2025-02-24,South,Home & Kitchen,1092917.12,23,47518.14
2025-02-24,South,Sports,1619801.83,26,62300.07
2025-02-24,South,Toys,1765663.62,25,70626.54
2025-02-24,West,Beauty,1830085.99,38,48160.16
2025-02-24,West,Books,1595723.04,33,48355.24
2025-02-24,West,Clothing,2084780.81,32,65149.4
2025-02-24,West,Electronics,1705130.25,27,63152.97
2025-02-24,West,Grocery,1408830.69,38,37074.49
2025-02-24,West,Home & Kitchen,1943777.64,34,57169.93
2025-02-24,West,Sports,1444283.58,30,48142.79
2025-02-24,West,Toys,1834089.92,35,52402.57
2025-02-25,Central,Beauty,1770472.95,33,53650.7
2025-02-25,Central,Books,1625066.35,31,52421.5
2025-02-25,Central,Clothing,1240148.52,28,44291.02
2025-02-25,Central,Electronics,1301274.9,27,48195.37
2025-02-25,Central,Grocery,1602485.69,30,53416.19
2025-02-25,Central,Home & Kitchen,1371412.95,24,57142.21
2025-02-25,Central,Sports,1604787.56,30,53492.92
2025-02-25,Central,Toys,1512501.91,36,42013.94
2025-02-25,East,Beauty,1563381.57,38,41141.62
2025-02-25,East,Books,1674172.22,35,47833.49
2025-02-25,East,Clothing,1753365.37,27,64939.46
2025-02-25,East,Electronics,1901070.08,29,65554.14
2025-02-25,East,Grocery,2130097.05,34,62649.91
2025-02-25,East,Home & Kitchen,2094766.73,31,67573.12
2025-02-25,East,Sports,1502414.42,29,51807.39
2025-02-25,East,Toys,2081052.48,42,49548.87
2025-02-25,North,Beauty,2584483.77,44,58738.27
2025-02-25,North,Books,1581266.12,31,51008.58
2025-02-25,North,Clothing,1413031.2,30,47101.04
2025-02-25,North,Electronics,1726338.71,27,63938.47
2025-02-25,North,Grocery,1855162.02,34,54563.59
2025-02-25,North,Home & Kitchen,2072410.61,34,60953.25
2025-02-25,North,Sports,1935545.35,34,56927.8
2025-02-25,North,Toys,1994981.11,36,55416.14
2025-02-25,South,Beauty,1541072.8,34,45325.67
2025-02-25,South,Books,1237892.8,25,49515.71
2025-02-25,South,Clothing,1875162.73,31,60489.12
2025-02-25,South,Electronics,1926218.48,30,64207.28
2025-02-25,South,Grocery,1789011.83,31,57710.06
2025-02-25,South,Home & Kitchen,902040.53,19,47475.82
2025-02-25,South,Sports,1576037.38,27,58371.75
2025-02-25,South,Toys,1812284.25,32,56633.88
2025-02-25,West,Beauty,744543.44,21,35454.45
2025-02-25,West,Books,1780303.1,31,57429.13
2025-02-25,West,Clothing,1876589.37,38,49383.93
2025-02-25,West,Electronics,1249383.17,24,52057.63
2025-02-25,West,Grocery,1770244.03,28,63223.0
2025-02-25,West,Home & Kitchen,1703014.03,25,68120.56
2025-02-25,West,Sports,1254949.5,26,48267.29
2025-02-25,West,Toys,1511173.12,30,50372.44
2025-02-26,Central,Beauty,1919900.23,28,68567.87
2025-02-26,Central,Books,1126073.2,24,46919.72
2025-02-26,Central,Clothing,1017702.82,21,48462.04
2025-02-26,Central,Electronics,1151767.83,26,44298.76
2025-02-26,Central,Grocery,1922316.09,27,71196.89
2025-02-26,Central,Home & Kitchen,1652556.38,31,53308.27
2025-02-26,Central,Sports,1102546.96,27,40835.07
2025-02-26,Central,Toys,1560413.32,33,47285.25
2025-02-26,East,Beauty,1865862.45,28,66637.94
2025-02-26,East,Books,1824517.18,26,70173.74
2025-02-26,East,Clothing,1258350.48,22,57197.75
2025-02-26,East,Electronics,1234316.46,27,45715.42
2025-02-26,East,Grocery,1902579.49,26,73176.13
2025-02-26,East,Home & Kitchen,1697587.45,31,54760.89
2025-02-26,East,Sports,1527042.4,26,58732.4
2025-02-26,East,Toys,1679763.41,31,54185.92
2025-02-26,North,Beauty,1468870.71,30,48962.36
2025-02-26,North,Books,1630157.16,28,58219.9
2025-02-26,North,Clothing,1177820.48,22,53537.29
2025-02-26,North,Electronics,1901393.29,27,70421.97
2025-02-26,North,Grocery,1207799.63,29,41648.26
2025-02-26,North,Home & Kitchen,1650769.36,38,43441.3
2025-02-26,North,Sports,1295951.2,23,56345.7
2025-02-26,North,Toys,1743635.08,29,60125.35
2025-02-26,South,Beauty,1302668.17,24,54277.84
2025-02-26,South,Books,904403.27,16,56525.2
2025-02-26,South,Clothing,924922.88,25,36996.92
2025-02-26,South,Electronics,755876.34,13,58144.33
2025-02-26,South,Grocery,1868686.21,26,71872.55
2025-02-26,South,Home & Kitchen,1368331.77,24,57013.82
2025-02-26,South,Sports,729032.92,16,45564.56
2025-02-26,South,Toys,1085440.36,26,41747.71
2025-02-26,West,Beauty,1833155.74,36,50920.99
2025-02-26,West,Books,1801977.51,30,60065.92
2025-02-26,West,Clothing,1901904.97,38,50050.13
2025-02-26,West,Electronics,1768447.61,35,50527.07
2025-02-26,West,Grocery,1593214.57,31,51394.02
2025-02-26,West,Home & Kitchen,1323371.69,29,45633.51
2025-02-26,West,Sports,1808446.57,38,47590.7
2025-02-26,West,Toys,2141376.08,29,73840.55
2025-02-27,Central,Beauty,1086720.73,26,41796.95
2025-02-27,Central,Books,1246450.64,30,41548.35
2025-02-27,Central,Clothing,831456.5,22,37793.48
2025-02-27,Central,Electronics,1232561.24,28,44020.04
2025-02-27,Central,Grocery,1479449.78,26,56901.91
2025-02-27,Central,Home & Kitchen,2134146.99,33,64671.12
2025-02-27,Central,Sports,1407729.69,31,45410.64
2025-02-27,Central,Toys,1795742.04,31,57927.16
2025-02-27,East,Beauty,1115072.85,24,46461.37
2025-02-27,East,Books,1694045.28,29,58415.35
2025-02-27,East,Clothing,1323096.92,29,45624.03
2025-02-27,East,Electronics,1085537.4,21,51692.26
2025-02-27,East,Grocery,1153402.08,20,57670.1
2025-02-27,East,Home & Kitchen,1367662.24,22,62166.47
2025-02-27,East,Sports,1733871.51,29,59788.67
2025-02-27,East,Toys,1543386.05,23,67103.74
2025-02-27,North,Beauty,1386843.48,29,47822.19
2025-02-27,North,Books,1213361.37,26,46667.75
2025-02-27,North,Clothing,954715.78,24,39779.82
2025-02-27,North,Electronics,1318299.87,23,57317.39
2025-02-27,North,Grocery,1800097.25,29,62072.32
2025-02-27,North,Home & Kitchen,1275246.61,29,43974.02
2025-02-27,North,Sports,1730062.31,34,50884.19
2025-02-27,North,Toys,1946484.49,37,52607.69
2025-02-27,South,Beauty,2481449.02,43,57708.12
2025-02-27,South,Books,2682164.21,40,67054.11
2025-02-27,South,Clothing,2803458.01,42,66749.0
2025-02-27,South,Electronics,1476524.0,38,38855.89
2025-02-27,South,Grocery,1708460.46,41,41669.77
2025-02-27,South,Home & Kitchen,1980221.5,39,50774.91
2025-02-27,South,Sports,1152602.63,28,41164.38
2025-02-27,South,Toys,2159779.83,39,55378.97
2025-02-27,West,Beauty,1551559.89,35,44330.28
2025-02-27,West,Books,1607569.17,29,55433.42
2025-02-27,West,Clothing,1704657.98,28,60880.64
2025-02-27,West,Electronics,1285881.08,29,44340.73
2025-02-27,West,Grocery,1248838.5,29,43063.4
2025-02-27,West,Home & Kitchen,2004692.19,35,57276.92
2025-02-27,West,Sports,1323563.52,28,47270.13
2025-02-27,West,Toys,2028368.57,30,67612.29
2025-02-28,Central,Beauty,2022667.41,35,57790.5
2025-02-28,Central,Books,1436822.34,28,51315.08
2025-02-28,Central,Clothing,1520498.37,30,50683.28
2025-02-28,Central,Electronics,2219647.41,41,54137.74
2025-02-28,Central,Grocery,2620191.78,46,56960.69
2025-02-28,Central,Home & Kitchen,1346071.57,29,46416.26
2025-02-28,Central,Sports,1550605.35,30,51686.85
2025-02-28,Central,Toys,2138057.21,40,53451.43
2025-02-28,East,Beauty,1961198.72,37,53005.37
2025-02-28,East,Books,1921857.56,33,58238.11
2025-02-28,East,Clothing,1477198.88,27,54711.07
2025-02-28,East,Electronics,2213966.19,35,63256.18
2025-02-28,East,Grocery,2292898.26,38,60339.43
2025-02-28,East,Home & Kitchen,2577984.41,43,59953.13
2025-02-28,East,Sports,1070495.54,25,42819.82
2025-02-28,East,Toys,2584404.32,36,71789.01
2025-02-28,North,Beauty,1460448.46,30,48681.62
2025-02-28,North,Books,1842775.84,31,59444.38
2025-02-28,North,Clothing,1200428.53,25,48017.14
2025-02-28,North,Electronics,1634459.79,28,58373.56
2025-02-28,North,Grocery,1166906.6,25,46676.26
2025-02-28,North,Home & Kitchen,1247864.29,25,49914.57
2025-02-28,North,Sports,1716487.82,33,52014.78
2025-02-28,North,Toys,1661870.47,29,57305.88
2025-02-28,South,Beauty,1463885.67,34,43055.46
2025-02-28,South,Books,1348754.37,24,56198.1
2025-02-28,South,Clothing,2227063.57,38,58606.94
2025-02-28,South,Electronics,1318740.54,26,50720.79
2025-02-28,South,Grocery,1424847.15,31,45962.81
2025-02-28,South,Home & Kitchen,1681942.77,39,43126.74
2025-02-28,South,Sports,1275954.47,27,47257.57
2025-02-28,South,Toys,1862028.1,32,58188.38
2025-02-28,West,Beauty,1085521.3,24,45230.05
2025-02-28,West,Books,1198203.32,24,49925.14
2025-02-28,West,Clothing,1037911.66,25,41516.47
2025-02-28,West,Electronics,1110297.22,24,46262.38
2025-02-28,West,Grocery,849487.51,19,44709.87
2025-02-28,West,Home & Kitchen,1396627.78,26,53716.45
2025-02-28,West,Sports,1281881.19,21,61041.96
2025-02-28,West,Toys,2298032.96,32,71813.53
2025-03-01,Central,Beauty,876597.05,20,43829.85
2025-03-01,Central,Books,1919612.72,29,66193.54
2025-03-01,Central,Clothing,1575553.95,28,56269.78
2025-03-01,Central,Electronics,1643135.31,28,58683.4
2025-03-01,Central,Grocery,1187695.31,26,45680.59
2025-03-01,Central,Home & Kitchen,1130938.24,21,53854.2
2025-03-01,Central,Sports,1199676.5,23,52159.85
2025-03-01,Central,Toys,1761784.14,33,53387.4
2025-03-01,East,Beauty,1344828.41,29,46373.39
2025-03-01,East,Books,1578341.63,30,52611.39
2025-03-01,East,Clothing,1522394.34,31,49109.49
2025-03-01,East,Electronics,1205894.13,25,48235.77
2025-03-01,East,Grocery,1300954.12,28,46462.65
2025-03-01,East,Home & Kitchen,1953461.35,39,50088.75
2025-03-01,East,Sports,1490856.46,29,51408.84
2025-03-01,East,Toys,1214022.69,30,40467.42
2025-03-01,North,Beauty,1143701.54,23,49726.15
2025-03-01,North,Books,1362439.01,28,48658.54
2025-03-01,North,Clothing,797163.79,23,34659.3
2025-03-01,North,Electronics,1027970.9,20,51398.55
2025-03-01,North,Grocery,1107970.63,28,39570.38
2025-03-01,North,Home & Kitchen,1835335.27,32,57354.23
2025-03-01,North,Sports,940562.52,22,42752.84
2025-03-01,North,Toys,1073877.91,27,39773.26
2025-03-01,South,Beauty,816699.41,23,35508.67
2025-03-01,South,Books,1373215.63,29,47352.26
2025-03-01,South,Clothing,1788633.22,32,55894.79
2025-03-01,South,Electronics,2014836.13,26,77493.7
2025-03-01,South,Grocery,2090145.9,35,59718.45
2025-03-01,South,Home & Kitchen,1483526.74,28,52983.1
2025-03-01,South,Sports,2112934.89,28,75461.96
2025-03-01,South,Toys,2308431.0,37,62390.03
2025-03-01,West,Beauty,1419350.84,27,52568.55
2025-03-01,West,Books,1676568.03,30,55885.6
2025-03-01,West,Clothing,1802054.05,32,56314.19
2025-03-01,West,Electronics,1917576.69,38,50462.54
2025-03-01,West,Grocery,1836403.1,35,52468.66
2025-03-01,West,Home & Kitchen,1254794.44,28,44814.09
2025-03-01,West,Sports,1282006.53,30,42733.55
2025-03-01,West,Toys,1869591.0,38,49199.76
2025-03-02,Central,Beauty,1092379.72,23,47494.77
2025-03-02,Central,Books,1470318.37,26,56550.71
2025-03-02,Central,Clothing,835289.19,18,46404.95
2025-03-02,Central,Electronics,1338399.13,25,53535.97
2025-03-02,Central,Grocery,1114877.53,23,48472.94
2025-03-02,Central,Home & Kitchen,1511528.12,29,52121.66
2025-03-02,Central,Sports,1035951.22,23,45041.36
2025-03-02,Central,Toys,1204627.88,29,41538.89
2025-03-02,East,Beauty,967255.85,27,35824.29
2025-03-02,East,Books,1174079.87,24,48919.99
2025-03-02,East,Clothing,1056997.13,27,39148.04
2025-03-02,East,Electronics,1506466.15,30,50215.54
2025-03-02,East,Grocery,993023.93,25,39720.96
2025-03-02,East,Home & Kitchen,1360509.21,29,46914.11
2025-03-02,East,Sports,1225279.36,20,61263.97
2025-03-02,East,Toys,1229312.54,23,53448.37
2025-03-02,North,Beauty,1575665.67,26,60602.53
2025-03-02,North,Books,1882691.28,30,62756.38
2025-03-02,North,Clothing,1111418.35,23,48322.54
2025-03-02,North,Electronics,1381369.09,27,51161.82
2025-03-02,North,Grocery,1689945.55,35,48284.16
2025-03-02,North,Home & Kitchen,2316644.67,36,64351.24
2025-03-02,North,Sports,2062394.81,32,64449.84
2025-03-02,North,Toys,1808750.93,27,66990.78
2025-03-02,South,Beauty,1794435.87,26,69016.76
2025-03-02,South,Books,1723668.82,36,47879.69
2025-03-02,South,Clothing,1521801.58,33,46115.2
2025-03-02,South,Electronics,1173725.12,31,37862.1
2025-03-02,South,Grocery,1349326.49,29,46528.5
2025-03-02,South,Home & Kitchen,1510538.9,27,55945.89
2025-03-02,South,Sports,1461401.74,28,52192.92
2025-03-02,South,Toys,1623612.61,28,57986.16
2025-03-02,West,Beauty,1925255.16,38,50664.61
2025-03-02,West,Books,1123991.83,19,59157.46
2025-03-02,West,Clothing,1859354.66,28,66405.52
2025-03-02,West,Electronics,2046884.09,29,70582.21
2025-03-02,West,Grocery,1335312.2,27,49456.01
2025-03-02,West,Home & Kitchen,784893.01,23,34125.78
2025-03-02,West,Sports,1417809.53,22,64445.89
2025-03-02,West,Toys,1806224.14,30,60207.47
2025-03-03,Central,Beauty,898282.83,21,42775.37
2025-03-03,Central,Books,1534424.57,36,42622.9
2025-03-03,Central,Clothing,1522535.76,37,41149.62
2025-03-03,Central,Electronics,1598370.21,27,59198.9
2025-03-03,Central,Grocery,1789314.33,28,63904.08
2025-03-03,Central,Home & Kitchen,2043751.1,37,55236.52
2025-03-03,Central,Sports,1220776.7,24,50865.7
2025-03-03,Central,Toys,797236.33,24,33218.18
2025-03-03,East,Beauty,2342538.19,37,63311.84
2025-03-03,East,Books,2332689.66,35,66648.28
2025-03-03,East,Clothing,1460221.55,25,58408.86
2025-03-03,East,Electronics,1403421.85,31,45271.67
2025-03-03,East,Grocery,1939513.9,34,57044.53
2025-03-03,East,Home & Kitchen,1153552.99,28,41198.32
2025-03-03,East,Sports,1202631.09,31,38794.55
2025-03-03,East,Toys,1757035.74,34,51677.52
2025-03-03,North,Beauty,1566483.24,29,54016.66
2025-03-03,North,Books,1160265.71,25,46410.63
2025-03-03,North,Clothing,1854928.23,29,63963.04
2025-03-03,North,Electronics,1396721.93,27,51730.44
2025-03-03,North,Grocery,1911668.28,34,56225.54
2025-03-03,North,Home & Kitchen,1262541.23,29,43535.9
2025-03-03,North,Sports,1809745.79,35,51707.02
2025-03-03,North,Toys,1028147.44,33,31155.98
2025-03-03,South,Beauty,1685989.94,27,62444.07
2025-03-03,South,Books,1320559.73,28,47162.85
2025-03-03,South,Clothing,2100212.11,32,65631.63
2025-03-03,South,Electronics,772939.55,25,30917.58
2025-03-03,South,Grocery,918844.16,29,31684.28
2025-03-03,South,Home & Kitchen,1002584.52,24,41774.36
2025-03-03,South,Sports,1610649.84,34,47372.05
2025-03-03,South,Toys,1538749.36,30,51291.65
2025-03-03,West,Beauty,1355162.23,28,48398.65
2025-03-03,West,Books,1289834.06,29,44477.04
2025-03-03,West,Clothing,1235428.42,29,42600.98
2025-03-03,West,Electronics,1000063.42,25,40002.54
2025-03-03,West,Grocery,1599019.34,28,57107.83
2025-03-03,West,Home & Kitchen,1532850.11,28,54744.65
2025-03-03,West,Sports,1621523.1,30,54050.77
2025-03-03,West,Toys,2106758.56,30,70225.29
2025-03-04,Central,Beauty,1143658.16,30,38121.94
2025-03-04,Central,Books,735384.02,14,52527.43
2025-03-04,Central,Clothing,1104400.4,26,42476.94
2025-03-04,Central,Electronics,1223265.98,23,53185.48
2025-03-04,Central,Grocery,1647141.56,29,56797.98
2025-03-04,Central,Home & Kitchen,1103302.77,23,47969.69
2025-03-04,Central,Sports,1586831.79,30,52894.39
2025-03-04,Central,Toys,1925561.01,36,53487.81
2025-03-04,East,Beauty,1268775.41,25,50751.02
2025-03-04,East,Books,998212.91,21,47533.95
2025-03-04,East,Clothing,1429280.56,30,47642.69
2025-03-04,East,Electronics,1321219.14,25,52848.77
2025-03-04,East,Grocery,1421241.41,29,49008.32
2025-03-04,East,Home & Kitchen,1724443.98,31,55627.23
2025-03-04,East,Sports,1447252.88,30,48241.76
2025-03-04,East,Toys,1807832.62,31,58317.18
2025-03-04,North,Beauty,1567886.93,33,47511.73
2025-03-04,North,Books,1744536.45,25,69781.46
2025-03-04,North,Clothing,1077275.9,20,53863.8
2025-03-04,North,Electronics,1751310.88,32,54728.47
2025-03-04,North,Grocery,1463273.08,28,52259.75
2025-03-04,North,Home & Kitchen,1067580.58,21,50837.17
2025-03-04,North,Sports,1497573.82,32,46799.18
2025-03-04,North,Toys,1085371.65,28,38763.27
2025-03-04,South,Beauty,1628774.25,39,41763.44
2025-03-04,South,Books,1898817.61,35,54251.93
2025-03-04,South,Clothing,1395622.24,34,41047.71
2025-03-04,South,Electronics,1941660.34,33,58838.19
2025-03-04,South,Grocery,2099849.62,37,56752.69
2025-03-04,South,Home & Kitchen,1827691.86,36,50769.22
2025-03-04,South,Sports,1037025.24,27,38408.34
2025-03-04,South,Toys,1438901.89,32,44965.68
2025-03-04,West,Beauty,1070970.7,20,53548.53
2025-03-04,West,Books,1220748.0,23,53076.0
2025-03-04,West,Clothing,795724.46,18,44206.91
2025-03-04,West,Electronics,1332919.46,21,63472.36
2025-03-04,West,Grocery,868024.41,22,39455.66
2025-03-04,West,Home & Kitchen,875279.63,21,41679.98
2025-03-04,West,Sports,1423265.23,25,56930.61
2025-03-04,West,Toys,1328610.74,25,53144.43
2025-03-05,Central,Beauty,2269825.49,32,70932.05
2025-03-05,Central,Books,1311964.77,30,43732.16
2025-03-05,Central,Clothing,2210983.06,36,61416.2
2025-03-05,Central,Electronics,1548141.15,29,53384.18
2025-03-05,Central,Grocery,1983205.79,39,50851.43
2025-03-05,Central,Home & Kitchen,1775915.62,32,55497.36
2025-03-05,Central,Sports,1857569.24,33,56289.98
2025-03-05,Central,Toys,2433591.33,45,54079.81
2025-03-05,East,Beauty,1776409.02,29,61255.48
2025-03-05,East,Books,1263937.31,23,54953.8
2025-03-05,East,Clothing,2091397.56,34,61511.69
2025-03-05,East,Electronics,1734254.36,27,64231.64
2025-03-05,East,Grocery,1376408.19,32,43012.76
2025-03-05,East,Home & Kitchen,2275593.48,32,71112.3
2025-03-05,East,Sports,1598885.16,28,57103.04
2025-03-05,East,Toys,1206920.2,25,48276.81
2025-03-05,North,Beauty,1510372.05,33,45768.85
2025-03-05,North,Books,1602839.4,33,48570.89
2025-03-05,North,Clothing,1580455.48,26,60786.75
2025-03-05,North,Electronics,1830094.68,36,50835.96
2025-03-05,North,Grocery,1667634.44,35,47646.7
2025-03-05,North,Home & Kitchen,1166253.67,25,46650.15
2025-03-05,North,Sports,1242326.63,26,47781.79
2025-03-05,North,Toys,1590934.16,32,49716.69
2025-03-05,South,Beauty,1156835.16,28,41315.54
2025-03-05,South,Books,1935335.64,34,56921.64
2025-03-05,South,Clothing,2102088.74,36,58391.35
2025-03-05,South,Electronics,1787092.04,31,57648.13
2025-03-05,South,Grocery,1594990.95,26,61345.81
2025-03-05,South,Home & Kitchen,1326292.28,24,55262.18
2025-03-05,South,Sports,1487364.78,29,51288.44
2025-03-05,South,Toys,1853208.36,33,56157.83
2025-03-05,West,Beauty,1895945.74,33,57452.9
2025-03-05,West,Books,1580003.08,31,50967.84
2025-03-05,West,Clothing,1432393.23,25,57295.73
2025-03-05,West,Electronics,1638395.9,31,52851.48
2025-03-05,West,Grocery,1591327.11,30,53044.24
2025-03-05,West,Home & Kitchen,1348091.39,29,46485.91
2025-03-05,West,Sports,1852685.14,37,50072.57
2025-03-05,West,Toys,1153624.34,34,33930.13
2025-03-06,Central,Beauty,1906853.92,40,47671.35
2025-03-06,Central,Books,1079361.63,25,43174.47
2025-03-06,Central,Clothing,1251815.99,29,43166.07
2025-03-06,Central,Electronics,1704261.04,25,68170.44
2025-03-06,Central,Grocery,2191501.67,36,60875.05
2025-03-06,Central,Home & Kitchen,1211752.15,23,52684.88
2025-03-06,Central,Sports,1401859.66,25,56074.39
2025-03-06,Central,Toys,1572425.2,27,58237.97
2025-03-06,East,Beauty,1371594.68,32,42862.33
2025-03-06,East,Books,1671396.42,32,52231.14
2025-03-06,East,Clothing,1977151.27,35,56490.04
2025-03-06,East,Electronics,1842918.54,32,57591.2
2025-03-06,East,Grocery,1749878.55,33,53026.62
2025-03-06,East,Home & Kitchen,1281936.49,30,42731.22
2025-03-06,East,Sports,1051473.49,24,43811.4
2025-03-06,East,Toys,1400998.11,31,45193.49
2025-03-06,North,Beauty,1783912.16,29,61514.21
2025-03-06,North,Books,1389106.41,31,44809.88
2025-03-06,North,Clothing,1295915.05,26,49842.89
2025-03-06,North,Electronics,1226996.72,23,53347.68
2025-03-06,North,Grocery,1735991.64,31,55999.73
2025-03-06,North,Home & Kitchen,1154829.05,24,48117.88
2025-03-06,North,Sports,1445426.05,23,62844.61
2025-03-06,North,Toys,1777798.92,33,53872.69
2025-03-06,South,Beauty,1434365.54,28,51227.34
2025-03-06,South,Books,1999209.68,38,52610.78
2025-03-06,South,Clothing,2119565.89,35,60559.03
2025-03-06,South,Electronics,1650692.67,31,53248.15
2025-03-06,South,Grocery,1964230.23,36,54561.95
2025-03-06,South,Home & Kitchen,1663097.45,27,61596.2
2025-03-06,South,Sports,1097952.13,23,47737.05
2025-03-06,South,Toys,2003291.63,37,54143.02
2025-03-06,West,Beauty,1513389.65,35,43239.7
2025-03-06,West,Books,1259911.04,32,39372.22
2025-03-06,West,Clothing,1844288.5,31,59493.18
2025-03-06,West,Electronics,2083441.64,35,59526.9
2025-03-06,West,Grocery,1262835.94,26,48570.61
2025-03-06,West,Home & Kitchen,1384412.18,28,49443.29
2025-03-06,West,Sports,1106584.83,22,50299.31
2025-03-06,West,Toys,1926578.22,35,55045.09
2025-03-07,Central,Beauty,1973181.55,35,56376.62
2025-03-07,Central,Books,1540001.3,28,55000.05
2025-03-07,Central,Clothing,1681692.94,31,54248.16
2025-03-07,Central,Electronics,2229634.79,31,71923.7
2025-03-07,Central,Grocery,1346806.15,29,46441.59
2025-03-07,Central,Home & Kitchen,1515252.26,24,63135.51
2025-03-07,Central,Sports,1169432.02,26,44978.15
2025-03-07,Central,Toys,1632320.55,31,52655.5
2025-03-07,East,Beauty,1706591.3,30,56886.38
2025-03-07,East,Books,966544.04,26,37174.77
2025-03-07,East,Clothing,1966698.38,30,65556.61
2025-03-07,East,Electronics,1313733.89,26,50528.23
2025-03-07,East,Grocery,1303121.34,24,54296.72
2025-03-07,East,Home & Kitchen,949328.01,22,43151.27
2025-03-07,East,Sports,1329653.83,22,60438.81
2025-03-07,East,Toys,1772771.27,27,65658.2
2025-03-07,North,Beauty,1853877.46,30,61795.92
2025-03-07,North,Books,1769954.79,29,61032.92
2025-03-07,North,Clothing,1500114.87,33,45458.03
2025-03-07,North,Electronics,1686030.84,35,48172.31
2025-03-07,North,Grocery,1547813.5,32,48369.17
2025-03-07,North,Home & Kitchen,1897423.79,35,54212.11
2025-03-07,North,Sports,1478627.23,28,52808.12
2025-03-07,North,Toys,1441286.01,27,53380.96
2025-03-07,South,Beauty,1547792.05,31,49928.78
2025-03-07,South,Books,900761.78,24,37531.74
2025-03-07,South,Clothing,1715634.96,28,61272.68
2025-03-07,South,Electronics,1434964.17,26,55190.93
2025-03-07,South,Grocery,1939229.74,29,66869.99
2025-03-07,South,Home & Kitchen,1770434.27,30,59014.48
2025-03-07,South,Sports,1478393.79,30,49279.79
2025-03-07,South,Toys,1514807.83,23,65861.21
2025-03-07,West,Beauty,1607667.21,27,59543.23
2025-03-07,West,Books,1546209.4,33,46854.83
2025-03-07,West,Clothing,1595521.21,25,63820.85
2025-03-07,West,Electronics,1506770.97,25,60270.84
2025-03-07,West,Grocery,1564073.56,32,48877.3
