date,warehouse_id,region,total_orders,delivered_orders,cancelled_orders,shipped_orders,delivery_rate_pct,cancellation_rate_pct,shipment_rate_pct
2025-01-31,WH-HYD,East,14,3,2,2,21.43,14.29,14.29
2025-01-31,WH-HYD,North,16,3,4,2,18.75,25.0,12.5
2025-01-31,WH-HYD,South,19,3,4,3,15.79,21.05,15.79
2025-01-31,WH-HYD,West,9,1,1,4,11.11,11.11,44.44
2025-01-31,WH-MUM,Central,18,5,2,5,27.78,11.11,27.78
2025-01-31,WH-MUM,East,15,4,1,4,26.67,6.67,26.67
2025-01-31,WH-MUM,North,26,3,8,4,11.54,30.77,15.38
2025-01-31,WH-MUM,South,19,3,3,2,15.79,15.79,10.53
2025-01-31,WH-MUM,West,12,1,3,3,8.33,25.0,25.0
2025-02-01,WH-BLR,Central,17,4,6,5,23.53,35.29,29.41
2025-02-01,WH-BLR,East,10,2,1,3,20.0,10.0,30.0
2025-02-01,WH-BLR,North,20,7,6,5,35.0,30.0,25.0
2025-02-01,WH-BLR,South,24,5,6,5,20.83,25.0,20.83
2025-02-01,WH-BLR,West,22,5,5,7,22.73,22.73,31.82
2025-02-01,WH-CHE,Central,12,2,3,2,16.67,25.0,16.67
2025-02-01,WH-CHE,East,24,3,6,7,12.5,25.0,29.17
2025-02-01,WH-CHE,North,19,6,7,3,31.58,36.84,15.79
2025-02-01,WH-CHE,South,15,1,3,4,6.67,20.0,26.67
2025-02-01,WH-CHE,West,16,3,1,6,18.75,6.25,37.5
2025-02-01,WH-DEL,Central,16,3,4,2,18.75,25.0,12.5
2025-02-01,WH-DEL,East,20,0,6,3,0.0,30.0,15.0
2025-02-01,WH-DEL,North,18,5,5,4,27.78,27.78,22.22
2025-02-01,WH-DEL,South,17,3,4,5,17.65,23.53,29.41
2025-02-01,WH-DEL,West,27,6,9,4,22.22,33.33,14.81
2025-02-01,WH-HYD,Central,10,4,3,1,40.0,30.0,10.0
2025-02-01,WH-HYD,East,17,2,3,2,11.76,17.65,11.76
2025-02-01,WH-HYD,North,20,2,3,7,10.0,15.0,35.0
2025-02-01,WH-HYD,South,16,5,3,1,31.25,18.75,6.25
2025-02-01,WH-HYD,West,27,3,5,6,11.11,18.52,22.22
2025-02-01,WH-MUM,Central,11,4,0,0,36.36,0.0,0.0
2025-02-01,WH-MUM,East,14,1,2,7,7.14,14.29,50.0
2025-02-01,WH-MUM,North,18,2,3,2,11.11,16.67,11.11
2025-02-01,WH-MUM,South,22,5,3,5,22.73,13.64,22.73
2025-02-01,WH-MUM,West,20,4,5,5,20.0,25.0,25.0
2025-02-02,WH-BLR,Central,15,4,2,5,26.67,13.33,33.33
2025-02-02,WH-BLR,East,25,7,5,4,28.0,20.0,16.0
2025-02-02,WH-BLR,North,11,1,1,5,9.09,9.09,45.45
2025-02-02,WH-BLR,South,15,5,3,3,33.33,20.0,20.0
2025-02-02,WH-BLR,West,16,1,3,3,6.25,18.75,18.75
2025-02-02,WH-CHE,Central,20,6,6,4,30.0,30.0,20.0
2025-02-02,WH-CHE,East,21,4,7,3,19.05,33.33,14.29
2025-02-02,WH-CHE,North,19,6,7,2,31.58,36.84,10.53
2025-02-02,WH-CHE,South,15,3,8,2,20.0,53.33,13.33
2025-02-02,WH-CHE,West,21,4,4,5,19.05,19.05,23.81
2025-02-02,WH-DEL,Central,22,2,5,4,9.09,22.73,18.18
2025-02-02,WH-DEL,East,17,5,0,4,29.41,0.0,23.53
2025-02-02,WH-DEL,North,10,3,5,1,30.0,50.0,10.0
2025-02-02,WH-DEL,South,24,5,4,6,20.83,16.67,25.0
2025-02-02,WH-DEL,West,22,2,5,3,9.09,22.73,13.64
2025-02-02,WH-HYD,Central,10,2,1,2,20.0,10.0,20.0
2025-02-02,WH-HYD,East,25,7,4,4,28.0,16.0,16.0
2025-02-02,WH-HYD,North,17,4,7,1,23.53,41.18,5.88
2025-02-02,WH-HYD,South,15,4,2,2,26.67,13.33,13.33
2025-02-02,WH-HYD,West,17,2,7,3,11.76,41.18,17.65
2025-02-02,WH-MUM,Central,20,3,5,4,15.0,25.0,20.0
2025-02-02,WH-MUM,East,12,0,3,3,0.0,25.0,25.0
2025-02-02,WH-MUM,North,19,1,1,7,5.26,5.26,36.84
2025-02-02,WH-MUM,South,23,6,6,4,26.09,26.09,17.39
2025-02-02,WH-MUM,West,12,2,3,1,16.67,25.0,8.33
2025-02-03,WH-BLR,Central,15,1,4,3,6.67,26.67,20.0
2025-02-03,WH-BLR,East,18,6,3,4,33.33,16.67,22.22
2025-02-03,WH-BLR,North,10,3,3,1,30.0,30.0,10.0
2025-02-03,WH-BLR,South,15,6,5,1,40.0,33.33,6.67
2025-02-03,WH-BLR,West,15,4,4,3,26.67,26.67,20.0
2025-02-03,WH-CHE,Central,13,0,4,3,0.0,30.77,23.08
2025-02-03,WH-CHE,East,21,4,2,7,19.05,9.52,33.33
2025-02-03,WH-CHE,North,17,5,1,3,29.41,5.88,17.65
2025-02-03,WH-CHE,South,12,3,3,3,25.0,25.0,25.0
2025-02-03,WH-CHE,West,20,6,0,4,30.0,0.0,20.0
2025-02-03,WH-DEL,Central,17,2,4,2,11.76,23.53,11.76
2025-02-03,WH-DEL,East,30,8,5,4,26.67,16.67,13.33
2025-02-03,WH-DEL,North,17,3,3,6,17.65,17.65,35.29
2025-02-03,WH-DEL,South,19,6,2,4,31.58,10.53,21.05
2025-02-03,WH-DEL,West,18,3,5,6,16.67,27.78,33.33
2025-02-03,WH-HYD,Central,22,5,1,6,22.73,4.55,27.27
2025-02-03,WH-HYD,East,13,4,1,4,30.77,7.69,30.77
2025-02-03,WH-HYD,North,21,3,5,2,14.29,23.81,9.52
2025-02-03,WH-HYD,South,16,2,4,3,12.5,25.0,18.75
2025-02-03,WH-HYD,West,23,6,7,4,26.09,30.43,17.39
2025-02-03,WH-MUM,Central,20,5,3,5,25.0,15.0,25.0
2025-02-03,WH-MUM,East,16,2,2,2,12.5,12.5,12.5
2025-02-03,WH-MUM,North,25,4,8,7,16.0,32.0,28.0
2025-02-03,WH-MUM,South,18,4,2,5,22.22,11.11,27.78
2025-02-03,WH-MUM,West,18,5,2,8,27.78,11.11,44.44
2025-02-04,WH-BLR,Central,18,3,4,6,16.67,22.22,33.33
2025-02-04,WH-BLR,East,14,2,3,2,14.29,21.43,14.29
2025-02-04,WH-BLR,North,13,1,3,4,7.69,23.08,30.77
2025-02-04,WH-BLR,South,16,1,7,4,6.25,43.75,25.0
2025-02-04,WH-BLR,West,15,2,3,3,13.33,20.0,20.0
2025-02-04,WH-CHE,Central,14,5,2,0,35.71,14.29,0.0
2025-02-04,WH-CHE,East,16,3,5,4,18.75,31.25,25.0
2025-02-04,WH-CHE,North,14,2,4,1,14.29,28.57,7.14
2025-02-04,WH-CHE,South,20,1,2,8,5.0,10.0,40.0
2025-02-04,WH-CHE,West,19,2,7,1,10.53,36.84,5.26
2025-02-04,WH-DEL,Central,25,5,9,3,20.0,36.0,12.0
2025-02-04,WH-DEL,East,26,7,1,5,26.92,3.85,19.23
2025-02-04,WH-DEL,North,18,2,4,3,11.11,22.22,16.67
2025-02-04,WH-DEL,South,28,6,8,6,21.43,28.57,21.43
2025-02-04,WH-DEL,West,16,4,3,4,25.0,18.75,25.0
2025-02-04,WH-HYD,Central,17,4,1,3,23.53,5.88,17.65
2025-02-04,WH-HYD,East,16,3,2,5,18.75,12.5,31.25
2025-02-04,WH-HYD,North,15,3,6,3,20.0,40.0,20.0
2025-02-04,WH-HYD,South,20,5,3,4,25.0,15.0,20.0
2025-02-04,WH-HYD,West,22,7,5,1,31.82,22.73,4.55
2025-02-04,WH-MUM,Central,14,2,4,4,14.29,28.57,28.57
2025-02-04,WH-MUM,East,13,4,4,2,30.77,30.77,15.38
2025-02-04,WH-MUM,North,17,5,4,3,29.41,23.53,17.65
2025-02-04,WH-MUM,South,22,4,6,5,18.18,27.27,22.73
2025-02-04,WH-MUM,West,18,3,3,9,16.67,16.67,50.0
2025-02-05,WH-BLR,Central,23,1,5,7,4.35,21.74,30.43
2025-02-05,WH-BLR,East,24,4,6,6,16.67,25.0,25.0
2025-02-05,WH-BLR,North,11,1,3,1,9.09,27.27,9.09
2025-02-05,WH-BLR,South,14,2,2,2,14.29,14.29,14.29
2025-02-05,WH-BLR,West,14,4,3,5,28.57,21.43,35.71
2025-02-05,WH-CHE,Central,18,5,2,3,27.78,11.11,16.67
2025-02-05,WH-CHE,East,17,5,2,5,29.41,11.76,29.41
2025-02-05,WH-CHE,North,14,3,4,4,21.43,28.57,28.57
2025-02-05,WH-CHE,South,19,6,4,2,31.58,21.05,10.53
2025-02-05,WH-CHE,West,20,3,3,4,15.0,15.0,20.0
2025-02-05,WH-DEL,Central,27,7,3,5,25.93,11.11,18.52
2025-02-05,WH-DEL,East,18,5,4,3,27.78,22.22,16.67
2025-02-05,WH-DEL,North,22,4,6,4,18.18,27.27,18.18
2025-02-05,WH-DEL,South,14,2,7,2,14.29,50.0,14.29
2025-02-05,WH-DEL,West,22,6,2,6,27.27,9.09,27.27
2025-02-05,WH-HYD,Central,20,4,2,1,20.0,10.0,5.0
2025-02-05,WH-HYD,East,28,7,5,6,25.0,17.86,21.43
2025-02-05,WH-HYD,North,26,2,7,8,7.69,26.92,30.77
2025-02-05,WH-HYD,South,17,3,4,3,17.65,23.53,17.65
2025-02-05,WH-HYD,West,21,5,4,4,23.81,19.05,19.05
2025-02-05,WH-MUM,Central,28,8,3,8,28.57,10.71,28.57
2025-02-05,WH-MUM,East,23,3,7,5,13.04,30.43,21.74
2025-02-05,WH-MUM,North,12,3,2,3,25.0,16.67,25.0
2025-02-05,WH-MUM,South,23,4,6,4,17.39,26.09,17.39
2025-02-05,WH-MUM,West,15,4,3,3,26.67,20.0,20.0
2025-02-06,WH-BLR,Central,20,3,3,1,15.0,15.0,5.0
2025-02-06,WH-BLR,East,16,4,3,3,25.0,18.75,18.75
2025-02-06,WH-BLR,North,22,6,3,5,27.27,13.64,22.73
2025-02-06,WH-BLR,South,17,3,5,3,17.65,29.41,17.65
2025-02-06,WH-BLR,West,17,3,2,3,17.65,11.76,17.65
2025-02-06,WH-CHE,Central,13,5,3,2,38.46,23.08,15.38
2025-02-06,WH-CHE,East,17,2,3,6,11.76,17.65,35.29
2025-02-06,WH-CHE,North,15,7,4,2,46.67,26.67,13.33
2025-02-06,WH-CHE,South,12,1,4,3,8.33,33.33,25.0
2025-02-06,WH-CHE,West,17,4,2,1,23.53,11.76,5.88
2025-02-06,WH-DEL,Central,18,4,2,4,22.22,11.11,22.22
2025-02-06,WH-DEL,East,20,5,4,5,25.0,20.0,25.0
2025-02-06,WH-DEL,North,19,5,4,4,26.32,21.05,21.05
2025-02-06,WH-DEL,South,18,9,2,1,50.0,11.11,5.56
2025-02-06,WH-DEL,West,12,2,1,5,16.67,8.33,41.67
2025-02-06,WH-HYD,Central,14,4,2,2,28.57,14.29,14.29
2025-02-06,WH-HYD,East,30,4,5,8,13.33,16.67,26.67
2025-02-06,WH-HYD,North,17,4,2,5,23.53,11.76,29.41
2025-02-06,WH-HYD,South,23,8,8,3,34.78,34.78,13.04
2025-02-06,WH-HYD,West,26,4,7,5,15.38,26.92,19.23
2025-02-06,WH-MUM,Central,14,2,4,1,14.29,28.57,7.14
2025-02-06,WH-MUM,East,17,4,3,4,23.53,17.65,23.53
2025-02-06,WH-MUM,North,17,3,4,4,17.65,23.53,23.53
2025-02-06,WH-MUM,South,13,3,1,2,23.08,7.69,15.38
2025-02-06,WH-MUM,West,12,2,3,2,16.67,25.0,16.67
2025-02-07,WH-BLR,Central,15,5,2,3,33.33,13.33,20.0
2025-02-07,WH-BLR,East,22,7,4,3,31.82,18.18,13.64
2025-02-07,WH-BLR,North,15,3,2,3,20.0,13.33,20.0
2025-02-07,WH-BLR,South,16,2,7,2,12.5,43.75,12.5
2025-02-07,WH-BLR,West,15,5,2,1,33.33,13.33,6.67
2025-02-07,WH-CHE,Central,11,3,2,4,27.27,18.18,36.36
2025-02-07,WH-CHE,East,25,1,10,7,4.0,40.0,28.0
2025-02-07,WH-CHE,North,18,4,3,5,22.22,16.67,27.78
2025-02-07,WH-CHE,South,22,5,6,6,22.73,27.27,27.27
2025-02-07,WH-CHE,West,20,3,2,4,15.0,10.0,20.0
2025-02-07,WH-DEL,Central,27,0,10,6,0.0,37.04,22.22
2025-02-07,WH-DEL,East,25,7,3,3,28.0,12.0,12.0
2025-02-07,WH-DEL,North,12,4,1,2,33.33,8.33,16.67
2025-02-07,WH-DEL,South,27,5,8,4,18.52,29.63,14.81
2025-02-07,WH-DEL,West,19,4,4,2,21.05,21.05,10.53
2025-02-07,WH-HYD,Central,16,5,5,4,31.25,31.25,25.0
2025-02-07,WH-HYD,East,18,5,6,0,27.78,33.33,0.0
2025-02-07,WH-HYD,North,19,4,4,0,21.05,21.05,0.0
2025-02-07,WH-HYD,South,21,3,5,3,14.29,23.81,14.29
2025-02-07,WH-HYD,West,20,3,3,7,15.0,15.0,35.0
2025-02-07,WH-MUM,Central,16,5,1,5,31.25,6.25,31.25
2025-02-07,WH-MUM,East,24,4,6,4,16.67,25.0,16.67
2025-02-07,WH-MUM,North,15,4,3,2,26.67,20.0,13.33
2025-02-07,WH-MUM,South,11,1,2,1,9.09,18.18,9.09
2025-02-07,WH-MUM,West,22,8,2,5,36.36,9.09,22.73
2025-02-08,WH-BLR,Central,16,3,6,5,18.75,37.5,31.25
2025-02-08,WH-BLR,East,14,3,4,1,21.43,28.57,7.14
2025-02-08,WH-BLR,North,23,4,3,5,17.39,13.04,21.74
2025-02-08,WH-BLR,South,18,2,4,6,11.11,22.22,33.33
2025-02-08,WH-BLR,West,19,3,4,4,15.79,21.05,21.05
2025-02-08,WH-CHE,Central,17,5,4,3,29.41,23.53,17.65
2025-02-08,WH-CHE,East,21,6,4,2,28.57,19.05,9.52
2025-02-08,WH-CHE,North,14,2,3,2,14.29,21.43,14.29
2025-02-08,WH-CHE,South,15,5,2,0,33.33,13.33,0.0
2025-02-08,WH-CHE,West,18,6,3,4,33.33,16.67,22.22
2025-02-08,WH-DEL,Central,26,6,5,9,23.08,19.23,34.62
2025-02-08,WH-DEL,East,29,9,8,8,31.03,27.59,27.59
2025-02-08,WH-DEL,North,16,3,3,5,18.75,18.75,31.25
2025-02-08,WH-DEL,South,18,6,1,4,33.33,5.56,22.22
2025-02-08,WH-DEL,West,16,1,3,3,6.25,18.75,18.75
2025-02-08,WH-HYD,Central,17,1,7,3,5.88,41.18,17.65
2025-02-08,WH-HYD,East,16,3,7,3,18.75,43.75,18.75
2025-02-08,WH-HYD,North,22,3,6,6,13.64,27.27,27.27
2025-02-08,WH-HYD,South,19,5,7,1,26.32,36.84,5.26
2025-02-08,WH-HYD,West,17,5,1,5,29.41,5.88,29.41
2025-02-08,WH-MUM,Central,18,5,3,2,27.78,16.67,11.11
2025-02-08,WH-MUM,East,22,1,6,11,4.55,27.27,50.0
2025-02-08,WH-MUM,North,11,3,1,3,27.27,9.09,27.27
2025-02-08,WH-MUM,South,17,7,3,6,41.18,17.65,35.29
2025-02-08,WH-MUM,West,15,6,3,1,40.0,20.0,6.67
2025-02-09,WH-BLR,Central,18,5,4,3,27.78,22.22,16.67
2025-02-09,WH-BLR,East,22,1,4,5,4.55,18.18,22.73
2025-02-09,WH-BLR,North,27,8,4,5,29.63,14.81,18.52
2025-02-09,WH-BLR,South,18,3,2,2,16.67,11.11,11.11
2025-02-09,WH-BLR,West,18,3,2,5,16.67,11.11,27.78
2025-02-09,WH-CHE,Central,21,3,6,6,14.29,28.57,28.57
2025-02-09,WH-CHE,East,16,2,3,8,12.5,18.75,50.0
2025-02-09,WH-CHE,North,14,6,2,2,42.86,14.29,14.29
2025-02-09,WH-CHE,South,16,1,4,3,6.25,25.0,18.75
2025-02-09,WH-CHE,West,15,2,2,5,13.33,13.33,33.33
2025-02-09,WH-DEL,Central,19,7,1,4,36.84,5.26,21.05
2025-02-09,WH-DEL,East,21,7,2,5,33.33,9.52,23.81
2025-02-09,WH-DEL,North,22,3,3,4,13.64,13.64,18.18
2025-02-09,WH-DEL,South,17,4,2,3,23.53,11.76,17.65
2025-02-09,WH-DEL,West,16,3,6,2,18.75,37.5,12.5
2025-02-09,WH-HYD,Central,22,6,5,6,27.27,22.73,27.27
2025-02-09,WH-HYD,East,18,4,7,2,22.22,38.89,11.11
2025-02-09,WH-HYD,North,21,5,4,5,23.81,19.05,23.81
2025-02-09,WH-HYD,South,22,5,4,2,22.73,18.18,9.09
2025-02-09,WH-HYD,West,12,4,0,3,33.33,0.0,25.0
2025-02-09,WH-MUM,Central,12,3,4,2,25.0,33.33,16.67
2025-02-09,WH-MUM,East,18,5,4,1,27.78,22.22,5.56
2025-02-09,WH-MUM,North,17,2,4,3,11.76,23.53,17.65
2025-02-09,WH-MUM,South,20,3,4,4,15.0,20.0,20.0
2025-02-09,WH-MUM,West,24,7,3,6,29.17,12.5,25.0
2025-02-10,WH-BLR,Central,21,2,5,8,9.52,23.81,38.1
2025-02-10,WH-BLR,East,21,5,3,4,23.81,14.29,19.05
2025-02-10,WH-BLR,North,13,5,2,2,38.46,15.38,15.38
2025-02-10,WH-BLR,South,14,6,2,1,42.86,14.29,7.14
2025-02-10,WH-BLR,West,17,2,2,5,11.76,11.76,29.41
2025-02-10,WH-CHE,Central,14,4,2,2,28.57,14.29,14.29
2025-02-10,WH-CHE,East,23,7,4,4,30.43,17.39,17.39
2025-02-10,WH-CHE,North,19,9,4,3,47.37,21.05,15.79
2025-02-10,WH-CHE,South,13,1,3,4,7.69,23.08,30.77
2025-02-10,WH-CHE,West,24,2,4,6,8.33,16.67,25.0
2025-02-10,WH-DEL,Central,25,3,3,7,12.0,12.0,28.0
2025-02-10,WH-DEL,East,20,3,3,5,15.0,15.0,25.0
2025-02-10,WH-DEL,North,15,6,3,4,40.0,20.0,26.67
2025-02-10,WH-DEL,South,18,5,3,1,27.78,16.67,5.56
2025-02-10,WH-DEL,West,28,8,3,5,28.57,10.71,17.86
2025-02-10,WH-HYD,Central,27,2,5,10,7.41,18.52,37.04
2025-02-10,WH-HYD,East,19,5,3,6,26.32,15.79,31.58
2025-02-10,WH-HYD,North,21,6,3,4,28.57,14.29,19.05
2025-02-10,WH-HYD,South,18,4,4,4,22.22,22.22,22.22
2025-02-10,WH-HYD,West,13,7,2,1,53.85,15.38,7.69
2025-02-10,WH-MUM,Central,25,3,5,4,12.0,20.0,16.0
2025-02-10,WH-MUM,East,30,8,6,7,26.67,20.0,23.33
2025-02-10,WH-MUM,North,17,2,4,5,11.76,23.53,29.41
2025-02-10,WH-MUM,South,14,2,2,4,14.29,14.29,28.57
2025-02-10,WH-MUM,West,18,5,5,1,27.78,27.78,5.56
2025-02-11,WH-BLR,Central,21,6,4,4,28.57,19.05,19.05
2025-02-11,WH-BLR,East,18,6,5,2,33.33,27.78,11.11
2025-02-11,WH-BLR,North,15,2,4,2,13.33,26.67,13.33
2025-02-11,WH-BLR,South,24,3,9,2,12.5,37.5,8.33
2025-02-11,WH-BLR,West,24,3,6,1,12.5,25.0,4.17
2025-02-11,WH-CHE,Central,20,11,1,5,55.0,5.0,25.0
2025-02-11,WH-CHE,East,13,3,3,4,23.08,23.08,30.77
2025-02-11,WH-CHE,North,23,7,3,4,30.43,13.04,17.39
2025-02-11,WH-CHE,South,14,3,6,2,21.43,42.86,14.29
2025-02-11,WH-CHE,West,13,2,5,2,15.38,38.46,15.38
2025-02-11,WH-DEL,Central,24,6,7,2,25.0,29.17,8.33
2025-02-11,WH-DEL,East,16,3,5,4,18.75,31.25,25.0
2025-02-11,WH-DEL,North,16,3,4,1,18.75,25.0,6.25
2025-02-11,WH-DEL,South,20,4,5,4,20.0,25.0,20.0
2025-02-11,WH-DEL,West,17,4,1,5,23.53,5.88,29.41
2025-02-11,WH-HYD,Central,17,1,6,3,5.88,35.29,17.65
2025-02-11,WH-HYD,East,15,4,4,2,26.67,26.67,13.33
2025-02-11,WH-HYD,North,17,2,4,5,11.76,23.53,29.41
2025-02-11,WH-HYD,South,15,5,1,3,33.33,6.67,20.0
2025-02-11,WH-HYD,West,18,5,3,5,27.78,16.67,27.78
2025-02-11,WH-MUM,Central,18,2,2,6,11.11,11.11,33.33
2025-02-11,WH-MUM,East,18,4,5,3,22.22,27.78,16.67
2025-02-11,WH-MUM,North,17,4,5,1,23.53,29.41,5.88
2025-02-11,WH-MUM,South,17,2,6,3,11.76,35.29,17.65
2025-02-11,WH-MUM,West,10,4,3,0,40.0,30.0,0.0
2025-02-12,WH-BLR,Central,18,4,6,5,22.22,33.33,27.78
2025-02-12,WH-BLR,East,20,6,4,4,30.0,20.0,20.0
2025-02-12,WH-BLR,North,22,4,3,6,18.18,13.64,27.27
2025-02-12,WH-BLR,South,18,4,3,4,22.22,16.67,22.22
2025-02-12,WH-BLR,West,22,3,2,4,13.64,9.09,18.18
2025-02-12,WH-CHE,Central,20,7,3,3,35.0,15.0,15.0
2025-02-12,WH-CHE,East,20,2,5,6,10.0,25.0,30.0
2025-02-12,WH-CHE,North,16,3,4,2,18.75,25.0,12.5
2025-02-12,WH-CHE,South,19,2,5,4,10.53,26.32,21.05
2025-02-12,WH-CHE,West,20,2,6,7,10.0,30.0,35.0
2025-02-12,WH-DEL,Central,24,6,7,3,25.0,29.17,12.5
2025-02-12,WH-DEL,East,14,2,2,2,14.29,14.29,14.29
2025-02-12,WH-DEL,North,20,3,5,7,15.0,25.0,35.0
2025-02-12,WH-DEL,South,14,3,2,0,21.43,14.29,0.0
2025-02-12,WH-DEL,West,15,2,4,3,13.33,26.67,20.0
2025-02-12,WH-HYD,Central,24,4,8,6,16.67,33.33,25.0
2025-02-12,WH-HYD,East,15,3,3,3,20.0,20.0,20.0
2025-02-12,WH-HYD,North,17,2,3,2,11.76,17.65,11.76
2025-02-12,WH-HYD,South,19,5,5,4,26.32,26.32,21.05
2025-02-12,WH-HYD,West,15,2,2,5,13.33,13.33,33.33
2025-02-12,WH-MUM,Central,30,5,8,9,16.67,26.67,30.0
2025-02-12,WH-MUM,East,15,3,4,3,20.0,26.67,20.0
2025-02-12,WH-MUM,North,12,0,6,2,0.0,50.0,16.67
2025-02-12,WH-MUM,South,16,3,2,1,18.75,12.5,6.25
2025-02-12,WH-MUM,West,17,3,5,3,17.65,29.41,17.65
2025-02-13,WH-BLR,Central,11,0,4,4,0.0,36.36,36.36
2025-02-13,WH-BLR,East,11,4,0,1,36.36,0.0,9.09
2025-02-13,WH-BLR,North,21,3,8,3,14.29,38.1,14.29
2025-02-13,WH-BLR,South,13,3,4,1,23.08,30.77,7.69
2025-02-13,WH-BLR,West,18,2,5,3,11.11,27.78,16.67
2025-02-13,WH-CHE,Central,18,5,4,3,27.78,22.22,16.67
2025-02-13,WH-CHE,East,17,3,4,4,17.65,23.53,23.53
2025-02-13,WH-CHE,North,16,3,5,4,18.75,31.25,25.0
2025-02-13,WH-CHE,South,14,4,2,6,28.57,14.29,42.86
2025-02-13,WH-CHE,West,18,1,4,3,5.56,22.22,16.67
2025-02-13,WH-DEL,Central,15,3,5,4,20.0,33.33,26.67
2025-02-13,WH-DEL,East,10,3,1,1,30.0,10.0,10.0
2025-02-13,WH-DEL,North,15,2,1,3,13.33,6.67,20.0
2025-02-13,WH-DEL,South,22,5,4,3,22.73,18.18,13.64
2025-02-13,WH-DEL,West,16,1,5,5,6.25,31.25,31.25
2025-02-13,WH-HYD,Central,16,3,3,3,18.75,18.75,18.75
2025-02-13,WH-HYD,East,22,4,5,3,18.18,22.73,13.64
2025-02-13,WH-HYD,North,14,2,1,2,14.29,7.14,14.29
2025-02-13,WH-HYD,South,16,4,3,5,25.0,18.75,31.25
2025-02-13,WH-HYD,West,22,6,6,5,27.27,27.27,22.73
2025-02-13,WH-MUM,Central,12,0,4,5,0.0,33.33,41.67
2025-02-13,WH-MUM,East,19,3,3,6,15.79,15.79,31.58
2025-02-13,WH-MUM,North,19,4,2,7,21.05,10.53,36.84
2025-02-13,WH-MUM,South,24,2,3,8,8.33,12.5,33.33
2025-02-13,WH-MUM,West,18,3,5,2,16.67,27.78,11.11
2025-02-14,WH-BLR,Central,21,4,6,5,19.05,28.57,23.81
2025-02-14,WH-BLR,East,17,3,3,3,17.65,17.65,17.65
2025-02-14,WH-BLR,North,18,3,3,3,16.67,16.67,16.67
2025-02-14,WH-BLR,South,20,3,6,2,15.0,30.0,10.0
2025-02-14,WH-BLR,West,31,8,3,9,25.81,9.68,29.03
2025-02-14,WH-CHE,Central,11,0,3,3,0.0,27.27,27.27
2025-02-14,WH-CHE,East,16,3,6,4,18.75,37.5,25.0
2025-02-14,WH-CHE,North,19,4,6,2,21.05,31.58,10.53
2025-02-14,WH-CHE,South,19,1,4,5,5.26,21.05,26.32
2025-02-14,WH-CHE,West,23,8,4,6,34.78,17.39,26.09
2025-02-14,WH-DEL,Central,22,4,8,4,18.18,36.36,18.18
2025-02-14,WH-DEL,East,10,3,1,3,30.0,10.0,30.0
2025-02-14,WH-DEL,North,19,3,5,3,15.79,26.32,15.79
2025-02-14,WH-DEL,South,22,2,5,5,9.09,22.73,22.73
2025-02-14,WH-DEL,West,15,0,4,5,0.0,26.67,33.33
2025-02-14,WH-HYD,Central,17,7,4,3,41.18,23.53,17.65
2025-02-14,WH-HYD,East,14,0,2,2,0.0,14.29,14.29
2025-02-14,WH-HYD,North,24,1,10,5,4.17,41.67,20.83
2025-02-14,WH-HYD,South,23,7,5,5,30.43,21.74,21.74
2025-02-14,WH-HYD,West,20,3,5,6,15.0,25.0,30.0
2025-02-14,WH-MUM,Central,23,4,4,5,17.39,17.39,21.74
2025-02-14,WH-MUM,East,19,6,8,2,31.58,42.11,10.53
2025-02-14,WH-MUM,North,20,7,2,6,35.0,10.0,30.0
2025-02-14,WH-MUM,South,22,2,7,5,9.09,31.82,22.73
2025-02-14,WH-MUM,West,15,4,7,3,26.67,46.67,20.0
2025-02-15,WH-BLR,Central,18,3,4,3,16.67,22.22,16.67
2025-02-15,WH-BLR,East,15,1,3,1,6.67,20.0,6.67
2025-02-15,WH-BLR,North,18,5,4,5,27.78,22.22,27.78
2025-02-15,WH-BLR,South,19,3,3,3,15.79,15.79,15.79
2025-02-15,WH-BLR,West,13,4,2,2,30.77,15.38,15.38
2025-02-15,WH-CHE,Central,18,6,3,4,33.33,16.67,22.22
2025-02-15,WH-CHE,East,22,9,4,2,40.91,18.18,9.09
2025-02-15,WH-CHE,North,20,5,5,3,25.0,25.0,15.0
2025-02-15,WH-CHE,South,22,7,4,5,31.82,18.18,22.73
2025-02-15,WH-CHE,West,20,3,6,3,15.0,30.0,15.0
2025-02-15,WH-DEL,Central,13,2,4,4,15.38,30.77,30.77
2025-02-15,WH-DEL,East,15,3,6,3,20.0,40.0,20.0
2025-02-15,WH-DEL,North,17,5,0,5,29.41,0.0,29.41
2025-02-15,WH-DEL,South,20,3,3,3,15.0,15.0,15.0
2025-02-15,WH-DEL,West,18,2,4,6,11.11,22.22,33.33
2025-02-15,WH-HYD,Central,14,1,5,3,7.14,35.71,21.43
2025-02-15,WH-HYD,East,15,3,6,1,20.0,40.0,6.67
2025-02-15,WH-HYD,North,11,1,2,3,9.09,18.18,27.27
2025-02-15,WH-HYD,South,22,3,4,1,13.64,18.18,4.55
2025-02-15,WH-HYD,West,28,5,5,8,17.86,17.86,28.57
2025-02-15,WH-MUM,Central,22,5,4,5,22.73,18.18,22.73
2025-02-15,WH-MUM,East,21,6,2,3,28.57,9.52,14.29
2025-02-15,WH-MUM,North,18,3,5,3,16.67,27.78,16.67
2025-02-15,WH-MUM,South,23,6,4,5,26.09,17.39,21.74
2025-02-15,WH-MUM,West,23,5,6,5,21.74,26.09,21.74
